,measure,year,month,sector,floor_size,district,elevation,floors,built,tmp_min,tmp_mean,tmp_max,cost,source,source_ord
23081,23081,2011,3.0,office,1210.0,1,117.0,7,2004,17.1,24.3,32.8,3584.08,gas,2
23082,23082,2009,9.0,residential,591.0,5,-7.0,20,1964,20.0,27.1,32.5,10842.25,elec,1
23083,23083,2013,1.0,commercial,252.0,8,337.0,5,1976,8.5,17.4,26.3,984.31,gas,2
23084,23084,2013,3.0,education,260.0,4,55.0,5,1979,18.4,23.4,29.0,1385.28,oil,3
23085,23085,2005,12.0,commercial,1869.0,5,117.0,4,1987,10.2,15.2,22.3,9493.65,gas,2
23086,23086,2013,1.0,commercial,277.0,2,12.0,5,2009,6.8,15.1,23.2,1322.4,gas,2
23087,23087,2014,2.0,education,650.0,1,12.0,2,1999,13.7,19.5,25.8,1429.5,oil,3
23088,23088,2009,5.0,education,173.0,6,51.0,6,1999,22.0,28.4,34.8,1255.56,elec,1
23089,23089,2010,5.0,commercial,524.0,6,117.0,3,1929,22.3,29.6,36.7,1888.29,oil,3
23090,23090,2012,10.0,education,256.0,7,37.0,2,1946,14.8,23.5,32.1,751.78,elec,1
23091,23091,2010,9.0,commercial,367.0,2,-7.0,6,1974,20.4,27.1,33.0,2102.47,gas,2
23092,23092,2014,6.0,office,1260.0,6,55.0,4,1937,24.7,30.3,36.6,5362.56,elec,1
23093,23093,2014,1.0,commercial,622.0,3,51.0,1,1966,6.0,15.4,22.8,825.59,oil,3
23094,23094,2006,11.0,factory,1515.0,3,117.0,6,1934,11.2,19.3,26.5,6145.79,oil,3
23095,23095,2012,5.0,education,222.0,4,117.0,2,1982,24.7,29.6,33.5,4851.541864684603,oil,3
23096,23096,2007,10.0,education,173.0,6,51.0,6,1999,19.0,24.2,30.6,1604.33,elec,1
23097,23097,2014,2.0,office,487.0,1,51.0,2,1934,15.7,20.3,27.0,1090.88,elec,1
23098,23098,2009,7.0,residential,313.0,3,-7.0,7,1978,26.2,30.8,39.0,1176.63,oil,3
23099,23099,2005,7.0,commercial,252.0,8,337.0,5,1976,25.4,31.2,37.9,1444.72,oil,3
23100,23100,2012,4.0,commercial,351.0,3,203.0,5,1946,19.4,26.5,34.2,2128.59,oil,3
23101,23101,2008,12.0,commercial,821.0,3,51.0,8,1993,9.4,14.6,20.9,7252.0,oil,3
23102,23102,2011,10.0,office,741.0,2,55.0,9,2004,15.2,23.6,29.9,6719.06,oil,3
23103,23103,2012,11.0,education,451.0,1,337.0,5,1993,14.7,19.1,25.9,2966.56,oil,3
23104,23104,2006,11.0,factory,1005.0,4,172.0,6,1953,14.9,20.3,27.1,2663.75,gas,2
23105,23105,2014,3.0,residential,350.0,3,19.0,22,1963,17.1,23.5,33.1,425.36,gas,2
23106,23106,2008,7.0,factory,1272.0,2,19.0,3,1922,25.8,30.3,36.0,3069.49,oil,3
23107,23107,2005,6.0,residential,291.0,6,51.0,13,1994,23.1,30.0,33.9,2921.23,oil,3
23108,23108,2011,4.0,commercial,1862.0,8,19.0,6,1945,19.5,26.0,31.9,6882.31,gas,2
23109,23109,2009,9.0,office,277.0,1,172.0,10,1928,21.3,27.0,34.3,1532.78,gas,2
23110,23110,2011,1.0,commercial,932.0,5,117.0,6,1958,5.5,15.35,25.2,8777.02,elec,1
23111,23111,2011,4.0,education,439.0,1,19.0,6,1989,22.3,27.4,34.8,3540.1,elec,1
23112,23112,2006,11.0,office,285.0,7,55.0,8,1932,10.1,19.5,26.4,1706.92,gas,2
23113,23113,2005,1.0,residential,924.0,7,203.0,25,1931,9.7,15.5,23.8,14823.27,gas,2
23114,23114,2014,9.0,commercial,524.0,6,117.0,3,1929,21.1,26.1,32.3,1159.82,gas,2
23115,23115,2014,12.0,factory,240.0,3,37.0,5,1957,8.1,14.0,19.1,964.13,oil,3
23116,23116,2010,1.0,residential,648.0,8,172.0,29,1937,4.1,15.0,21.3,19131.76,elec,1
23117,23117,2005,10.0,residential,390.0,7,55.0,15,1933,15.9,23.6,29.3,7459.45,elec,1
23118,23118,2012,11.0,office,1218.0,5,172.0,23,1959,11.2,19.3,24.1,26565.4,gas,2
23119,23119,2010,5.0,education,471.0,8,117.0,3,2001,25.3,29.5,37.0,2013.97,elec,1
23120,23120,2005,5.0,education,442.0,5,337.0,5,1922,21.6,29.0,34.6,2702.92,elec,1
23121,23121,2006,7.0,office,601.0,1,19.0,15,1934,22.9,30.3,37.6,6455.64,gas,2
23122,23122,2012,7.0,commercial,1571.0,5,-7.0,6,1990,23.8,30.2,36.3,11425.84,gas,2
23123,23123,2009,10.0,education,545.0,5,19.0,4,2002,16.7,22.8,28.3,2666.23,elec,1
23124,23124,2009,7.0,office,225.0,6,19.0,23,1946,23.8,30.2,35.9,6665.4,elec,1
23125,23125,2009,6.0,commercial,476.0,7,37.0,4,2003,23.3,30.1,37.1,2469.01,oil,3
23126,23126,2012,6.0,commercial,232.0,5,172.0,3,1976,25.0,30.3,36.8,595.11,oil,3
23127,23127,2008,3.0,residential,293.0,8,172.0,28,1972,18.6,23.3,28.1,3955.25,gas,2
23128,23128,2014,9.0,commercial,2080.0,2,117.0,6,2006,20.2,27.6,34.9,13703.29,gas,2
23129,23129,2009,3.0,education,493.0,2,51.0,2,1993,17.4,23.7,29.4,927.98,gas,2
23130,23130,2007,11.0,office,429.0,8,203.0,11,1927,10.8,19.5,26.0,2106.56,gas,2
23131,23131,2008,4.0,commercial,975.0,2,12.0,3,1994,22.8,27.8,33.2,2792.79,gas,2
23132,23132,2011,8.0,factory,342.0,4,172.0,2,1984,23.5,28.8,35.8,573.12,elec,1
23133,23133,2008,9.0,education,326.0,7,12.0,5,1983,19.0,27.5,34.8,1603.82,gas,2
23134,23134,2013,4.0,commercial,1869.0,5,117.0,4,1987,20.9,26.1,32.2,10788.24,gas,2
23135,23135,2007,4.0,office,582.0,4,37.0,3,1975,20.8,27.5,32.7,2566.62,elec,1
23136,23136,2005,8.0,commercial,312.0,4,172.0,3,1959,19.6,29.1,35.4,1772.18,elec,1
23137,23137,2007,8.0,education,1862.0,8,19.0,6,1945,24.1,28.7,33.9,13071.24,oil,3
23138,23138,2012,1.0,commercial,803.0,6,203.0,4,1964,8.6,14.4,20.9,5791.88,elec,1
23139,23139,2014,6.0,commercial,488.0,2,55.0,5,1995,25.0,30.25,35.5,2795.65,gas,2
23140,23140,2009,3.0,factory,306.0,6,337.0,5,1989,15.9,23.7,31.1,946.47,oil,3
23141,23141,2012,10.0,office,435.0,6,117.0,9,1990,18.2,23.3,,3405.49,oil,3
23142,23142,2010,1.0,education,1919.0,3,37.0,6,1962,7.2,14.4,18.0,16712.8,elec,1
23143,23143,2013,4.0,factory,520.0,7,117.0,2,1964,18.7,27.2,34.5,760.5,oil,3
23144,23144,2005,7.0,commercial,501.0,8,117.0,6,2009,23.8,30.2,,5236.6,elec,1
23145,23145,2008,3.0,commercial,656.6619098651926,6,12.0,2,1936,16.8,23.4,32.6,2658.77,oil,3
23146,23146,2007,12.0,office,479.0,1,203.0,27,1973,8.2,14.8,20.8,15209.21,elec,1
23147,23147,2008,9.0,factory,218.0,3,203.0,1,1971,20.5,26.7,33.1,126.25,oil,3
23148,23148,2011,10.0,commercial,1707.0,4,172.0,6,2006,16.5,24.0,32.0,10223.56,gas,2
23149,23149,2007,1.0,commercial,448.0,1,-7.0,6,1987,10.7,15.4,22.2,4153.74,oil,3
23150,23150,2010,6.0,factory,388.0,2,337.0,1,1941,22.6,31.2,37.1,287.13,oil,3
23151,23151,2010,2.0,office,1266.0,6,37.0,29,1952,12.5,19.2,26.4,45014.37,oil,3
23152,23152,2006,9.0,residential,239.0,5,37.0,18,1998,20.4,26.9,32.1,3511.95,gas,2
23153,23153,2013,1.0,commercial,1003.0,4,-7.0,6,1994,9.5,15.8,,10402.8,oil,3
23154,23154,2008,1.0,education,480.0,4,51.0,2,1951,6.6,14.4,20.5,1490.23,elec,1
23155,23155,2008,12.0,education,388.0,4,172.0,2,1936,8.4,15.0,21.8,1149.85,elec,1
23156,23156,2011,2.0,commercial,411.0,8,19.0,4,1987,12.5,19.3,25.5,2314.52,oil,3
23157,23157,2006,4.0,residential,258.0,3,51.0,9,1962,22.7,26.7,32.1,2001.19,elec,1
23158,23158,2012,5.0,residential,530.0,3,19.0,17,2007,23.9,29.6,37.1,7356.48,elec,1
23159,23159,2011,6.0,commercial,836.0,2,12.0,3,1971,22.5,28.9,35.3,3313.87,oil,3
23160,23160,2008,12.0,commercial,625.0,2,51.0,1,1975,9.3,15.4,22.9,721.88,elec,1
23161,23161,2011,7.0,factory,371.0,2,117.0,2,1945,24.4,30.3,35.7,379.53,gas,2
23162,23162,2013,9.0,education,260.0,4,55.0,5,1979,20.5,26.0,32.9,2109.74,elec,1
23163,23163,2011,2.0,office,1296.0,3,12.0,20,2008,13.0,19.4,26.1,1374.02,gas,2
23164,23164,2009,9.0,office,657.0,5,203.0,24,1999,18.8,26.4,35.7,12660.43,oil,3
23165,23165,2012,7.0,education,301.0,4,19.0,6,1937,24.7,31.7,39.6,1746.76,gas,2
23166,23166,2010,10.0,commercial,1128.0,6,172.0,1,2008,15.3,23.5,,1716.23,oil,3
23167,23167,2008,10.0,commercial,975.0,2,12.0,3,1994,17.3,23.8,32.0,2792.79,gas,2
23168,23168,2014,11.0,office,976.0,3,19.0,26,2001,13.7,20.0,26.5,30550.04,oil,3
23169,23169,2012,11.0,commercial,252.0,8,337.0,5,1976,12.6,20.2,26.2,2494.3,elec,1
23170,23170,2006,3.0,education,299.0,6,37.0,5,1936,18.3,22.3,28.8,2009.28,elec,1
23171,23171,2006,4.0,factory,1272.0,2,19.0,3,1922,21.8,26.7,33.3,3878.58,elec,1
23172,23172,2012,4.0,commercial,1127.0,6,12.0,2,1936,21.7,26.7,33.4,2092.16,oil,3
23173,23173,2011,12.0,education,473.0,2,337.0,5,1995,8.1,14.6,19.7,3146.77,elec,1
23174,23174,2012,8.0,commercial,1869.0,5,117.0,4,1987,21.6,30.0,36.1,12800.83,elec,1
23175,23175,2006,7.0,factory,368.0,7,-7.0,1,1932,24.8,29.4,,206.63,gas,2
23176,23176,2011,3.0,residential,648.0,8,172.0,29,1937,16.0,23.7,30.4,15119.99,oil,3
23177,23177,2009,8.0,factory,520.0,7,117.0,2,1964,21.8,29.2,34.2,583.95,gas,2
23178,23178,2012,2.0,factory,819.0,3,37.0,6,2006,11.2,19.8,27.6,3429.1,oil,3
23179,23179,2011,5.0,commercial,184.0,4,-7.0,2,1926,23.0,29.3,34.2,399.28,gas,2
23180,23180,2006,12.0,office,1218.0,5,172.0,23,1959,10.6,15.4,21.3,27124.28,elec,1
23181,23181,2005,2.0,commercial,551.0,1,203.0,3,1927,11.8,18.9,29.1,1732.53,gas,2
23182,23182,2005,8.0,commercial,1869.0,5,117.0,4,1987,21.3,28.7,35.0,9493.65,gas,2
23183,23183,2006,9.0,commercial,1231.0,5,55.0,5,1935,21.2,27.0,34.4,7309.37,oil,3
23184,23184,2013,10.0,commercial,439.0,1,19.0,6,1989,19.2,23.6,31.6,4248.12,elec,1
23185,23185,2014,5.0,office,258.0,4,117.0,11,1950,20.8,28.3,34.2,3504.36,elec,1
23186,23186,2008,12.0,commercial,1105.0,7,117.0,6,1966,10.6,15.2,23.0,16155.97,oil,3
23187,23187,2013,6.0,education,260.0,4,55.0,5,1979,24.4,30.6,35.8,1063.92,gas,2
23188,23188,2008,6.0,education,861.0,7,19.0,5,2003,24.6,29.2,33.9,6986.5,elec,1
23189,23189,2013,11.0,factory,342.0,4,172.0,2,1984,10.3,18.3,24.7,723.95,elec,1
23190,23190,2010,9.0,education,594.0,8,203.0,3,1936,19.1,26.9,34.4,2057.67,oil,3
23191,23191,2007,5.0,education,565.0,5,117.0,5,2006,25.3,29.7,37.0,2376.08,gas,2
23192,23192,2010,8.0,factory,342.0,4,172.0,2,1984,24.2,29.5,36.5,723.95,elec,1
23193,23193,2005,3.0,education,480.0,4,51.0,2,1951,19.2,23.9,28.5,1243.42,oil,3
23194,23194,2007,8.0,residential,1024.0,6,203.0,23,1967,24.0,28.6,37.3,24927.44,elec,1
23195,23195,2009,9.0,commercial,451.0,2,12.0,2,1981,21.9,27.3,36.6,1789.14,elec,1
23196,23196,2005,11.0,commercial,1029.0,5,117.0,4,1956,9.1,18.8,26.2,5579.39,elec,1
23197,23197,2012,3.0,residential,679.0,2,37.0,4,1987,19.4,25.0,30.7,1750.43,gas,2
23198,23198,2011,2.0,commercial,1707.0,4,172.0,6,2006,12.4,18.5,24.4,16220.09,oil,3
23199,23199,2006,1.0,office,172.0,1,19.0,23,1947,8.1,15.4,23.4,4838.81,oil,3
23200,23200,2011,6.0,office,356.0,1,55.0,25,1952,24.5,30.2,35.8,6952.68,gas,2
23201,23201,2010,11.0,office,430.0,6,55.0,14,2001,13.2,20.4,26.6,4292.26,gas,2
23202,23202,2005,2.0,office,249.0,6,337.0,3,1940,12.8,19.9,27.3,509.45,gas,2
23203,23203,2011,8.0,factory,371.0,2,117.0,2,1945,22.4,29.9,36.6,455.44,gas,2
23204,23204,2006,8.0,education,420.0,1,12.0,6,1925,20.9,28.6,33.6,1574.9,gas,2
23205,23205,2007,3.0,factory,368.0,7,-7.0,1,1932,15.1,22.3,32.8,373.26,elec,1
23206,23206,2014,6.0,office,1210.0,1,117.0,7,2004,25.3,30.9,37.6,9960.72,elec,1
23207,23207,2014,3.0,residential,2730.0,1,-7.0,17,1973,16.5,22.8,29.3,43248.08,oil,3
23208,23208,2005,10.0,education,508.0,2,19.0,3,2006,16.3,23.2,28.6,1719.04,oil,3
23209,23209,2008,7.0,residential,689.0,5,51.0,22,1931,23.1,30.9,35.9,11811.83,gas,2
23210,23210,2008,6.0,commercial,877.0,2,55.0,2,1984,24.3,29.5,38.2,2212.25,oil,3
23211,23211,2012,2.0,commercial,252.0,8,337.0,5,1976,13.4,19.7,27.0,1795.89,elec,1
23212,23212,2013,12.0,commercial,1105.0,7,117.0,6,1966,6.7,15.1,22.4,14518.38,oil,3
23213,23213,2009,12.0,commercial,1003.0,4,-7.0,6,1994,10.0,16.4,24.0,10411.08,oil,3
23214,23214,2011,1.0,residential,1186.0,3,117.0,5,1999,8.4,14.6,19.7,5985.71,oil,3
23215,23215,2007,4.0,office,1296.0,3,12.0,20,2008,21.2,26.2,35.5,1301.7,gas,2
23216,23216,2008,10.0,factory,452.0,5,-7.0,2,1939,14.0,23.7,29.3,587.03,gas,2
23217,23217,2008,12.0,factory,371.0,5,-7.0,6,1953,7.4,14.6,19.1,1786.63,elec,1
23218,23218,2012,8.0,education,451.0,1,337.0,5,1993,21.5,28.0,33.0,2321.75,oil,3
23219,23219,2014,5.0,commercial,365.0,3,203.0,2,1963,23.1,28.7,33.8,978.67,elec,1
23220,23220,2008,4.0,residential,880.0,5,12.0,8,2000,19.8,27.0,33.1,7053.3,gas,2
23221,23221,2008,9.0,education,425.0,5,-7.0,4,1932,20.1,27.2,32.9,1850.4,gas,2
23222,23222,2014,7.0,residential,661.0,5,-7.0,12,1938,25.0,29.9,36.6,4602.17,oil,3
23223,23223,2005,7.0,office,258.0,4,117.0,11,1950,24.8,30.8,35.6,3838.11,elec,1
23224,23224,2009,11.0,education,312.0,1,-7.0,1,1941,13.9,20.1,26.2,524.16,elec,1
23225,23225,2014,12.0,commercial,836.0,2,12.0,3,1971,6.8,14.8,20.8,2155.17,gas,2
23226,23226,2012,6.0,education,301.0,4,19.0,6,1937,26.3,30.7,,1545.21,gas,2
23227,23227,2007,9.0,factory,987.0,5,203.0,2,1934,21.9,27.1,34.1,1433.48,elec,1
23228,23228,2006,1.0,commercial,290.0,2,51.0,4,2003,6.1,14.4,,2300.88,elec,1
23229,23229,2006,4.0,residential,594.0,8,337.0,26,1994,19.7,26.4,34.5,16509.39,elec,1
23230,23230,2012,7.0,commercial,635.0,2,12.0,5,2008,25.5,30.1,36.6,4385.88,oil,3
23231,23231,2010,4.0,commercial,558.0,2,117.0,3,1938,20.1,27.1,32.8,2454.22,elec,1
23232,23232,2007,3.0,residential,313.0,3,-7.0,7,1978,17.7,22.8,27.7,1542.7,oil,3
23233,23233,2008,3.0,education,420.0,1,12.0,6,1925,11.9,22.6,28.4,2067.06,gas,2
23234,23234,2007,3.0,education,493.0,2,51.0,2,1993,16.5,23.7,30.6,887.64,gas,2
23235,23235,2005,8.0,factory,379.0,2,117.0,1,1973,21.2,28.6,33.3,367.71,elec,1
23236,23236,2008,12.0,office,577.0,6,203.0,3,1941,8.2,14.6,21.8,2326.46,elec,1
23237,23237,2009,7.0,commercial,2080.0,2,117.0,6,2006,24.2,30.4,36.8,19372.95,elec,1
23238,23238,2012,1.0,commercial,599.0,8,337.0,1,1948,8.9,14.6,21.0,985.28,oil,3
23239,23239,2010,11.0,education,439.0,1,19.0,6,1989,12.1,18.2,26.0,3540.1,elec,1
23240,23240,2013,11.0,commercial,588.0,2,12.0,4,1963,12.1,19.2,26.6,2245.69,gas,2
23241,23241,2012,5.0,residential,924.0,7,203.0,25,1931,23.3,28.9,33.6,25438.64,elec,1
23242,23242,2010,8.0,residential,686.0,3,172.0,18,1950,23.4,29.2,33.2,837.16,gas,2
23243,23243,2014,1.0,office,331.0,1,55.0,19,1964,10.2,15.6,21.7,3480.02,gas,2
23244,23244,2013,9.0,commercial,239.0,5,37.0,18,1998,19.4,25.8,32.6,4143.45,elec,1
23245,23245,2008,3.0,office,277.0,1,172.0,10,1928,18.5,23.7,32.4,3257.52,elec,1
23246,23246,2010,11.0,office,577.0,6,203.0,3,1941,13.6,19.5,25.3,1126.88,gas,2
23247,23247,2006,6.0,commercial,1210.0,1,117.0,7,2004,23.3,30.6,35.3,7267.26,oil,3
23248,23248,2014,6.0,commercial,813.0,3,12.0,4,1961,24.6,29.7,35.2,3675.48,oil,3
23249,23249,2006,3.0,residential,313.0,3,-7.0,7,1978,16.0,23.2,29.2,1693.66,oil,3
23250,23250,2010,1.0,residential,179.0,3,12.0,7,1978,7.2,15.3,,1421.91,oil,3
23251,23251,2007,7.0,education,594.0,8,203.0,3,1936,22.9,28.849999999999998,34.8,906.85,gas,2
23252,23252,2005,3.0,education,156.0,3,-7.0,3,1978,16.9,24.0,,28.2,gas,2
23253,23253,2012,7.0,office,968.0,3,-7.0,3,1965,25.1,29.9,36.6,194.45,gas,2
23254,23254,2005,3.0,office,1249.0,6,12.0,9,1940,15.7,24.0,28.8,13219.42,elec,1
23255,23255,2010,3.0,education,439.0,1,19.0,6,1989,16.5,23.4,29.9,2876.78,oil,3
23256,23256,2007,9.0,commercial,476.0,7,37.0,4,2003,22.4,27.2,33.2,3948.29,elec,1
23257,23257,2005,2.0,factory,937.0,3,37.0,4,1969,11.4,19.0,25.4,4108.56,elec,1
23258,23258,2009,9.0,commercial,1707.0,4,172.0,6,2006,20.1,25.8,31.8,17705.55,elec,1
23259,23259,2006,1.0,commercial,139.0,7,117.0,6,1928,6.9,15.1,20.4,1579.06,elec,1
23260,23260,2010,3.0,commercial,776.0,7,117.0,3,2002,14.1,23.6,31.1,3994.39,oil,3
23261,23261,2009,4.0,education,173.0,6,51.0,6,1999,21.8,28.2,36.5,1395.07,elec,1
23262,23262,2006,1.0,commercial,524.0,6,117.0,3,1929,7.6,14.9,20.2,2336.41,oil,3
23263,23263,2009,9.0,factory,1272.0,2,19.0,3,1922,21.3,27.1,34.6,2049.48,gas,2
23264,23264,2013,7.0,residential,163.0,1,12.0,21,1989,24.5,30.0,36.0,3003.68,oil,3
23265,23265,2007,1.0,office,804.0,1,337.0,18,1995,8.1,15.1,21.2,21071.23,elec,1
23266,23266,2013,7.0,office,601.0,1,19.0,15,1934,24.6,29.5,37.8,10601.64,elec,1
23267,23267,2011,4.0,factory,819.0,3,37.0,6,2006,22.5,27.8,33.2,215.93,gas,2
23268,23268,2008,9.0,office,487.0,1,51.0,2,1934,21.5,26.9,34.9,759.72,oil,3
23269,23269,2008,3.0,commercial,373.0,8,203.0,16,1940,18.0,23.4,29.8,7088.55,elec,1
23270,23270,2011,6.0,factory,342.0,4,172.0,2,1984,26.2,31.3,37.2,482.63,elec,1
23271,23271,2011,5.0,education,222.0,4,117.0,2,1982,23.4,29.7,36.4,346.85,gas,2
23272,23272,2005,2.0,residential,350.0,3,19.0,22,1963,12.9,19.2,26.2,5861.43,oil,3
23273,23273,2010,4.0,commercial,360.0,3,12.0,3,1948,23.6,27.6,35.4,1371.69,elec,1
23274,23274,2007,12.0,office,601.0,1,19.0,15,1934,5.7,14.1,20.0,10570.75,oil,3
23275,23275,2014,5.0,education,351.0,6,117.0,1,1979,22.8,28.9,34.2,361.39,oil,3
23276,23276,2013,3.0,commercial,451.0,2,12.0,2,1981,19.1,23.4,31.0,1633.56,elec,1
23277,23277,2010,4.0,commercial,589.0,2,12.0,2,1956,18.8,25.9,32.5,2133.41,elec,1
23278,23278,2008,1.0,education,173.0,6,51.0,6,1999,9.8,15.4,24.3,1464.83,elec,1
23279,23279,2005,2.0,commercial,854.0,4,337.0,1,1936,14.1,20.2,26.2,1687.23,elec,1
23280,23280,2013,4.0,factory,379.0,2,117.0,1,1973,20.3,27.0,33.5,332.69,elec,1
23281,23281,2010,7.0,commercial,1571.0,5,-7.0,6,1990,24.1,30.4,34.9,8955.08,oil,3
23282,23282,2014,12.0,factory,595.0,7,37.0,1,1999,2.7,14.6,21.7,632.25,elec,1
23283,23283,2012,11.0,office,549.0,8,19.0,3,1972,12.8,19.3,24.0,2142.55,elec,1
23284,23284,2005,12.0,commercial,547.0,2,172.0,1,1923,6.8,14.0,20.5,1002.27,oil,3
23285,23285,2005,11.0,office,968.0,3,-7.0,3,1965,9.7,19.0,24.8,145.84,gas,2
23286,23286,2008,9.0,residential,880.0,5,12.0,8,2000,22.0,26.8,30.1,5485.9,gas,2
23287,23287,2011,12.0,education,301.0,4,19.0,6,1937,5.0,14.3,21.3,3058.35,elec,1
23288,23288,2006,10.0,factory,625.0,2,51.0,1,1975,17.9,23.2,29.0,287.72,gas,2
23289,23289,2009,8.0,residential,177.0,5,337.0,25,1947,23.9,29.6,34.9,3448.17,gas,2
23290,23290,2012,3.0,commercial,1003.0,4,-7.0,6,1994,17.5,23.7,30.2,5745.99,gas,2
23291,23291,2008,11.0,office,399.0,5,37.0,15,1922,13.0,19.8,24.8,7014.9,elec,1
23293,23293,2009,5.0,office,1210.0,1,117.0,7,2004,23.2,28.8,36.9,4962.57,gas,2
23294,23294,2012,11.0,factory,1515.0,3,117.0,6,1934,10.9,19.4,26.6,8246.45,elec,1
23295,23295,2005,4.0,factory,323.0,5,117.0,3,1963,20.8,27.1,36.9,599.28,gas,2
23296,23296,2009,4.0,office,1342.0,6,19.0,5,1944,19.8,26.4,32.8,4368.21,gas,2
23297,23297,2014,12.0,commercial,301.0,2,337.0,3,1992,7.7,13.9,19.1,1557.49,elec,1
23298,23298,2011,6.0,commercial,844.0,3,-7.0,2,1996,24.2,30.8,37.5,1741.91,oil,3
23299,23299,2005,1.0,commercial,624.0,6,55.0,6,1978,7.5,14.7,21.9,6960.58,oil,3
23300,23300,2007,2.0,factory,1005.0,4,172.0,6,1953,14.2,19.4,26.9,5052.54,elec,1
23301,23301,2012,7.0,residential,1186.0,3,117.0,5,1999,23.4,30.2,38.7,5917.67,elec,1
23302,23302,2013,11.0,commercial,215.0,4,37.0,6,1981,15.9,20.3,26.9,2442.43,elec,1
23303,23303,2005,4.0,commercial,553.0,4,12.0,2,2001,20.1,26.3,32.0,1458.36,oil,3
23304,23304,2009,12.0,commercial,524.0,6,117.0,3,1929,9.4,14.7,,2341.65,elec,1
23305,23305,2010,5.0,commercial,2362.0,6,117.0,6,2007,22.7,29.1,33.5,6589.98,gas,2
23306,23306,2007,12.0,education,420.0,1,12.0,6,1925,7.9,14.2,20.7,2067.06,gas,2
23307,23307,2008,4.0,factory,240.0,3,37.0,5,1957,20.2,27.7,34.3,816.48,elec,1
23308,23308,2014,1.0,education,425.0,5,-7.0,4,1932,9.8,14.8,22.4,1819.72,oil,3
23309,23309,2014,7.0,commercial,803.0,6,203.0,4,1964,25.7,30.8,37.3,3682.88,oil,3
23310,23310,2013,3.0,commercial,203.0,6,117.0,4,1953,16.4,23.9,30.7,898.59,oil,3
23311,23311,2010,11.0,education,1107.0,4,203.0,4,1927,14.5,20.5,25.4,6317.56,oil,3
23312,23312,2006,11.0,education,581.0,7,337.0,5,1984,11.0,19.8,26.7,2858.35,gas,2
23313,23313,2008,8.0,office,1249.0,6,12.0,9,1940,23.4,29.1,37.3,9206.38,oil,3
23314,23314,2014,3.0,office,843.0,4,203.0,4,1941,17.2,22.35,27.5,2717.83,gas,2
23315,23315,2014,5.0,commercial,411.0,8,19.0,4,1987,23.0,29.2,35.8,1181.55,gas,2
23316,23316,2005,11.0,office,493.0,1,51.0,28,1995,12.6,19.3,24.9,8986.4,gas,2
23317,23317,2010,8.0,residential,379.0,8,19.0,27,1941,21.0,29.8,35.5,9897.11,elec,1
23318,23318,2007,5.0,residential,661.0,5,-7.0,12,1938,24.3,29.5,36.8,6912.07,elec,1
23319,23319,2013,11.0,residential,350.0,3,19.0,22,1963,11.8,19.3,27.8,386.69,gas,2
23320,23320,2008,10.0,education,585.0,8,12.0,3,1924,16.2,23.3,30.8,1518.49,oil,3
23321,23321,2011,3.0,commercial,1128.0,6,172.0,1,2008,18.7,22.9,28.1,979.1,gas,2
23322,23322,2008,9.0,factory,1005.0,4,172.0,6,1953,19.2,26.8,33.1,2803.95,gas,2
23323,23323,2014,11.0,commercial,411.0,8,19.0,4,1987,13.8,19.1,24.2,1078.81,gas,2
23324,23324,2014,4.0,education,351.0,6,117.0,1,1979,19.9,26.8,33.9,471.74,elec,1
23325,23325,2014,11.0,education,243.0,8,19.0,6,1991,14.0,19.5,28.1,1601.8,oil,3
23326,23326,2007,3.0,residential,1186.0,3,117.0,5,1999,16.8,24.2,28.7,3979.61,oil,3
23327,23327,2006,10.0,commercial,489.0,6,37.0,2,1934,13.6,22.8,27.7,1686.85,elec,1
23328,23328,2006,9.0,commercial,139.0,7,117.0,6,1928,18.4,26.3,32.7,915.75,gas,2
23329,23329,2008,1.0,factory,641.0,6,337.0,5,1963,7.5,14.4,22.2,1490.32,gas,2
23330,23330,2013,5.0,factory,452.0,5,-7.0,2,1939,24.4,29.0,36.5,575.11,oil,3
23331,23331,2011,2.0,commercial,1554.0,4,37.0,1,1995,12.3,19.2,26.4,1146.54,gas,2
23332,23332,2013,8.0,office,1210.0,1,117.0,7,2004,23.3,28.7,33.7,6936.93,oil,3
23333,23333,2012,6.0,commercial,157.0,6,12.0,3,1921,23.5,29.8,36.2,470.15,gas,2
23334,23334,2006,8.0,commercial,912.0,6,172.0,6,1951,21.5,28.6,33.8,5975.42,oil,3
23335,23335,2009,2.0,commercial,1265.0,7,117.0,3,1971,12.4,19.3,26.5,8079.0,oil,3
23336,23336,2014,1.0,commercial,657.0,5,337.0,1,1964,6.9,14.2,20.0,644.7,gas,2
23337,23337,2005,5.0,office,285.0,7,55.0,8,1932,21.4,28.7,34.9,2223.0,oil,3
23338,23338,2008,12.0,office,582.0,4,37.0,3,1975,6.7,15.1,21.5,2566.62,elec,1
23339,23339,2005,9.0,education,480.0,4,51.0,2,1951,20.2,26.3,33.6,849.14,oil,3
23340,23340,2011,12.0,commercial,529.0,8,117.0,2,1938,9.5,14.6,21.0,793.45,gas,2
23341,23341,2012,4.0,education,1107.0,4,203.0,4,1927,20.7,27.0,32.8,4787.02,oil,3
23342,23342,2007,9.0,commercial,1869.0,5,117.0,4,1987,20.4,27.5,37.4,10133.99,elec,1
23343,23343,2010,8.0,commercial,1492.0,4,172.0,2,1991,24.6,29.1,34.4,3763.6,oil,3
