measure,year,month,sector,size,district,elevation,floors,built,tmp_min,tmp_mean,tmp_max,cost,source
21551,2014,3.0,office,821.0,3,51.0,8,1993,15.6,23.5,29.4,403.14,gas
21552,2009,7.0,education,911.0,5,172.0,1,1986,24.8,,35.5,1169.9,elec
21553,2005,3.0,residential,591.0,5,-7.0,20,1964,17.6,23.3,33.2,6976.39,oil
21554,2014,9.0,residential,449.0,1,337.0,29,1926,21.8,26.8,33.0,10054.82,oil
21555,2010,5.0,commercial,232.0,5,172.0,3,1976,22.3,29.4,33.2,803.49,gas
21556,2008,9.0,factory,987.0,5,203.0,2,1934,22.6,27.4,31.0,1004.67,oil
21557,2010,8.0,office,1218.0,5,172.0,23,1959,23.6,28.9,35.6,22812.36,oil
21558,2014,4.0,residential,679.0,2,37.0,4,1987,18.6,26.0,33.9,2860.93,elec
21559,2005,4.0,commercial,129.0,1,337.0,2,1952,20.0,27.2,34.1,485.45,elec
21560,2010,7.0,factory,,4,172.0,2,1984,24.9,30.2,37.2,693.78,elec
21561,2007,5.0,residential,615.0,2,203.0,7,1961,21.6,,36.3,3170.89,gas
21562,2009,9.0,commercial,442.0,1,172.0,5,1953,20.5,,37.3,2215.61,gas
21563,2007,6.0,education,1107.0,4,203.0,4,1927,24.0,30.0,35.6,4787.02,oil
21564,2005,10.0,commercial,2080.0,2,117.0,6,2006,15.7,23.6,29.0,24754.33,elec
21565,2013,10.0,factory,342.0,4,172.0,2,1984,17.8,23.7,31.8,663.62,elec
21566,2005,7.0,commercial,5947.0,6,12.0,2,1996,25.5,30.5,38.3,9807.79,gas
21567,2008,9.0,factory,323.0,5,117.0,3,1963,20.3,27.6,34.1,777.74,elec
21568,2013,1.0,commercial,547.0,6,37.0,5,1992,7.1,14.8,21.7,2136.58,gas
21569,2011,2.0,education,403.0,5,337.0,6,1954,14.7,19.6,24.5,3286.89,oil
21570,2011,3.0,factory,937.0,3,37.0,4,1969,16.7,23.3,,,oil
21571,2011,9.0,commercial,239.0,7,117.0,6,1959,19.5,26.6,33.4,2973.66,elec
21572,2010,4.0,education,320.0,2,203.0,5,1944,21.8,26.6,33.1,2483.71,elec
21573,2008,11.0,residential,293.0,8,172.0,28,1972,13.2,19.6,26.1,3131.24,gas
21574,2009,5.0,office,623.0,2,172.0,8,1974,22.8,,33.2,3908.95,gas
21575,2008,4.0,office,1418.0,5,12.0,20,1964,20.3,26.8,33.7,30349.74,elec
21576,2009,7.0,commercial,215.0,4,37.0,6,1981,20.7,30.2,34.5,1805.28,elec
21577,2007,12.0,commercial,1105.0,7,117.0,6,1966,9.3,15.6,23.1,7610.78,gas
21578,2005,8.0,office,659.0,7,117.0,22,1920,22.8,29.3,35.0,20540.77,elec
21579,2010,11.0,office,1218.0,5,172.0,23,1959,13.2,19.1,24.7,30250.14,oil
21580,2005,1.0,commercial,476.0,7,37.0,4,2003,9.0,15.6,22.7,2185.66,gas
21581,2007,3.0,commercial,529.0,8,117.0,2,1938,17.3,23.5,29.2,1347.76,oil
21582,2008,12.0,office,1084.0,8,19.0,24,1924,6.2,14.5,19.9,13936.25,gas
21583,2009,10.0,factory,371.0,5,-7.0,6,1953,16.8,24.4,30.4,1299.52,oil
21584,2006,8.0,factory,520.0,7,117.0,2,1964,23.7,28.2,34.5,1105.1,elec
21585,2011,4.0,commercial,844.0,3,-7.0,2,1996,22.2,27.2,34.7,145.05,gas
21586,2012,10.0,commercial,547.0,7,203.0,1,1979,15.7,23.7,31.4,693.31,oil
21587,2013,12.0,residential,689.0,5,51.0,22,1931,7.2,15.5,19.8,14511.75,oil
21588,2010,11.0,commercial,547.0,6,37.0,5,1992,11.8,18.6,25.1,4143.04,oil
21589,2014,1.0,,575.0,4,172.0,14,1940,8.6,15.3,21.3,12094.44,oil
21590,2007,8.0,office,1296.0,3,12.0,20,2008,23.0,29.8,34.0,23514.62,elec
21591,2009,12.0,office,843.0,4,203.0,4,1941,9.1,14.6,25.7,5174.54,oil
21592,2005,2.0,factory,379.0,2,117.0,1,1973,13.3,19.3,23.9,324.98,oil
21593,2005,1.0,commercial,776.0,7,117.0,3,2002,7.2,14.1,20.3,4617.63,elec
21594,2007,8.0,commercial,489.0,6,37.0,2,1934,24.1,29.1,36.4,1103.58,gas
21595,2007,11.0,office,225.0,6,19.0,23,1946,10.4,,26.1,3529.35,gas
21596,2009,8.0,residential,880.0,5,12.0,8,2000,23.1,29.2,36.2,5485.9,gas
21597,2013,8.0,commercial,501.0,8,117.0,6,2009,23.3,30.0,34.6,2254.36,gas
21598,2013,12.0,commercial,575.0,6,19.0,5,1979,7.3,15.5,23.3,2620.28,gas
21599,2006,2.0,office,956.0,2,51.0,13,2002,14.2,20.0,27.4,8899.69,gas
21600,2013,4.0,education,,5,337.0,5,1922,20.3,27.3,33.7,3513.79,elec
21601,2010,7.0,education,1114.0,4,51.0,4,1924,24.0,29.5,,2817.97,gas
21602,2010,11.0,commercial,448.0,1,-7.0,6,1987,13.6,20.0,24.9,2817.32,gas
21603,2009,3.0,education,349.0,1,55.0,3,2003,15.6,23.7,29.0,1618.24,elec
21604,2010,2.0,commercial,239.0,7,117.0,6,1959,15.0,,27.3,2531.52,oil
21605,2007,7.0,office,843.0,4,203.0,4,1941,24.6,30.1,37.4,3037.83,oil
21606,2012,7.0,commercial,657.0,2,19.0,5,1972,25.4,30.6,37.2,5099.37,elec
21607,2010,8.0,residential,594.0,8,337.0,26,1994,23.6,28.8,35.5,14094.19,oil
21608,2010,8.0,,228.0,1,55.0,22,1960,24.5,29.7,36.5,3379.71,gas
21609,2012,1.0,education,508.0,2,19.0,3,2006,5.2,14.2,21.4,2478.39,elec
21610,2009,4.0,residential,317.0,6,203.0,28,1999,19.7,26.6,32.8,9841.71,elec
21611,2012,8.0,education,857.0,8,37.0,6,1966,23.1,,36.2,3580.81,gas
21612,2007,12.0,commercial,657.0,5,337.0,1,1964,9.1,15.2,22.8,910.16,gas
21613,2006,12.0,factory,388.0,2,337.0,1,1941,9.7,14.8,20.9,444.38,oil
21614,2009,6.0,,508.0,2,19.0,3,2006,26.0,31.1,36.7,1309.6,gas
21615,2014,9.0,education,647.0,7,51.0,6,1995,20.8,26.5,33.8,4151.8,gas
21616,2005,4.0,residential,591.0,5,-7.0,20,1964,20.3,25.8,31.9,7218.95,oil
21617,2013,12.0,commercial,2080.0,2,117.0,6,2006,7.6,13.3,20.3,10128.52,gas
21618,2005,12.0,residential,648.0,8,172.0,29,1937,10.2,16.1,23.7,25699.3,oil
21619,2010,5.0,office,1210.0,1,117.0,7,2004,19.1,29.2,35.4,5789.67,gas
21620,2005,2.0,office,277.0,1,172.0,10,1928,10.9,18.7,25.3,1893.43,gas
21621,2006,1.0,residential,615.0,2,203.0,7,1961,7.4,14.9,22.8,2378.17,gas
21622,2011,9.0,commercial,388.0,4,37.0,3,1970,19.9,26.7,37.1,2108.05,elec
21623,2007,10.0,residential,163.0,1,12.0,21,1989,14.7,23.6,27.9,,oil
21624,2006,12.0,education,427.0,4,55.0,1,1946,9.9,14.9,20.8,692.97,elec
21625,2013,5.0,office,968.0,3,-7.0,3,1965,24.6,28.8,,2634.51,elec
21626,2005,3.0,commercial,451.0,2,12.0,2,1981,13.2,,31.9,1147.79,oil
21627,2011,5.0,commercial,1869.0,5,117.0,4,1987,26.0,29.4,33.5,11200.72,elec
21628,2008,4.0,commercial,831.0,8,172.0,2,1933,22.3,27.5,34.7,727.08,gas
21629,2013,8.0,education,243.0,8,19.0,6,1991,23.2,29.5,36.8,2177.06,elec
21630,2009,10.0,factory,218.0,4,37.0,6,1990,18.3,23.2,28.1,729.86,gas
21631,2014,10.0,residential,863.0,5,19.0,4,1940,14.9,22.4,28.1,2346.19,oil
21632,2010,8.0,office,423.0,7,37.0,4,1991,22.1,,,2397.23,elec
21633,2008,12.0,education,243.0,8,19.0,6,1991,8.7,14.1,20.0,781.02,gas
21634,2006,7.0,office,249.0,6,337.0,3,1940,24.9,30.2,35.5,711.14,elec
21635,2008,9.0,commercial,975.0,2,12.0,3,1994,20.7,27.0,32.8,3211.71,gas
21636,2009,6.0,,912.0,6,172.0,6,1951,25.9,31.3,36.6,9867.11,elec
21637,2012,6.0,residential,256.0,8,-7.0,19,2005,27.2,31.6,34.8,5199.54,elec
21638,2012,12.0,factory,1515.0,3,117.0,6,1934,7.8,15.3,22.0,7215.64,elec
21639,2012,7.0,office,1210.0,1,117.0,7,2004,25.8,30.7,36.2,11383.68,elec
21640,2013,4.0,commercial,1492.0,4,172.0,2,1991,20.4,26.7,31.3,4421.57,elec
21641,2010,10.0,office,331.0,1,55.0,19,1964,16.3,23.9,32.1,4912.97,gas
21642,2008,3.0,,129.0,1,337.0,2,1952,17.1,24.6,30.1,404.54,elec
21643,2010,1.0,commercial,411.0,8,19.0,4,1987,6.9,15.4,21.0,1181.55,gas
21644,2009,8.0,education,837.0,5,203.0,3,1934,24.1,28.9,34.5,2658.18,oil
21645,2006,7.0,residential,880.0,5,12.0,8,2000,22.7,30.2,35.6,6780.53,elec
21646,2011,2.0,commercial,378.0,3,117.0,5,1922,14.3,19.5,24.4,,elec
21647,2009,12.0,factory,323.0,5,117.0,3,1963,8.9,14.2,21.9,599.28,gas
21648,2011,12.0,education,650.0,1,12.0,2,1999,10.0,15.4,25.0,1803.24,oil
21649,2011,4.0,residential,390.0,7,55.0,15,1933,19.3,26.8,31.4,5307.65,oil
21650,2006,4.0,education,399.0,5,12.0,4,1975,19.2,25.7,32.2,2147.17,elec
21651,2009,6.0,,1869.0,5,117.0,4,1987,25.1,30.6,38.0,8878.12,oil
21652,2013,11.0,office,460.0,3,12.0,16,1981,13.1,19.5,26.6,9273.6,elec
21653,2007,11.0,office,943.0,8,37.0,7,1925,12.0,19.6,28.0,8422.63,oil
21654,2006,9.0,education,599.0,1,337.0,2,1946,21.1,25.5,31.7,1233.46,oil
21655,2007,5.0,office,487.0,1,51.0,2,1934,24.2,29.6,34.9,1309.06,elec
21656,2009,5.0,education,1013.0,4,117.0,6,1977,23.3,28.3,33.7,4748.13,gas
21657,2008,4.0,office,277.0,1,172.0,10,1928,19.6,27.1,33.2,2792.16,elec
21658,2006,10.0,commercial,877.0,2,55.0,2,1984,17.6,23.4,29.8,3479.09,elec
21659,2005,6.0,office,460.0,3,12.0,16,1981,26.5,30.4,35.5,533.89,gas
21660,2010,2.0,residential,317.0,6,12.0,23,1945,10.8,20.4,24.5,6849.03,oil
21661,2006,10.0,factory,368.0,7,-7.0,1,1932,13.9,23.2,30.8,426.59,elec
21662,2008,7.0,factory,937.0,3,37.0,4,1969,24.4,,35.4,2550.14,elec
21663,2009,3.0,education,338.0,4,117.0,5,2007,19.0,23.8,28.8,1610.11,oil
21664,2013,3.0,residential,291.0,6,51.0,13,1994,18.0,23.4,30.3,3317.33,oil
21665,2008,1.0,factory,218.0,4,37.0,6,1990,6.5,15.4,20.8,1389.99,oil
21666,2009,5.0,commercial,277.0,2,12.0,5,2009,26.1,30.4,36.2,1454.64,gas
21667,2013,11.0,education,1107.0,4,203.0,4,1927,12.5,,24.4,7498.55,elec
21668,2012,12.0,education,173.0,6,51.0,6,1999,9.8,15.2,21.8,1743.84,elec
21669,2012,9.0,commercial,277.0,2,12.0,5,2009,22.0,27.2,35.2,1830.03,oil
21670,2009,2.0,office,1418.0,5,12.0,20,1964,12.3,19.3,25.1,26505.31,oil
21671,2011,11.0,office,577.0,6,203.0,3,1941,14.0,20.2,29.9,2189.79,oil
21672,2009,6.0,commercial,184.0,4,-7.0,2,1926,22.8,29.5,36.4,400.85,oil
21673,2005,9.0,education,243.0,8,19.0,6,1991,22.3,26.5,32.4,781.02,gas
21674,2006,12.0,commercial,184.0,4,-7.0,2,1926,6.6,13.7,21.2,605.88,elec
21675,2009,3.0,office,1203.0,8,172.0,17,1963,14.9,23.3,27.2,24290.88,elec
21676,2010,1.0,education,451.0,1,337.0,5,1993,6.3,14.7,19.4,1937.77,gas
21677,2011,7.0,office,123.0,5,12.0,23,1963,21.2,30.2,35.1,2332.79,gas
21678,2013,9.0,education,399.0,5,12.0,4,1975,21.1,27.3,32.2,2147.17,elec
21679,2013,2.0,residential,313.0,3,-7.0,7,1978,11.6,18.9,25.6,2087.06,elec
21680,2006,2.0,office,577.0,6,203.0,3,1941,14.6,20.1,24.8,1833.75,oil
21681,2010,2.0,commercial,524.0,6,117.0,3,1929,11.3,19.1,24.5,2639.4,oil
21682,2005,8.0,commercial,442.0,1,172.0,5,1953,22.6,28.9,35.8,2114.9,gas
21683,2006,8.0,office,464.0,5,55.0,18,1947,24.4,28.9,33.2,4817.52,oil
21684,2011,9.0,office,487.0,1,51.0,2,1934,21.9,26.8,32.8,759.72,oil
21685,2009,10.0,residential,661.0,5,-7.0,12,1938,17.2,24.1,31.8,6180.99,gas
21686,2012,6.0,residential,689.0,5,51.0,22,1931,24.2,30.2,36.2,11572.0,oil
21687,2012,6.0,,437.0,1,-7.0,3,1960,25.9,31.4,38.7,1503.19,oil
21688,2012,10.0,commercial,252.0,8,337.0,5,1976,17.9,23.1,28.1,826.82,gas
21689,2013,6.0,residential,2730.0,1,-7.0,17,1973,24.2,30.1,35.9,56137.54,elec
21690,2011,7.0,office,356.0,1,55.0,25,1952,24.0,29.6,36.6,5504.21,gas
21691,2008,10.0,factory,323.0,5,117.0,3,1963,17.3,22.7,29.4,814.77,elec
21692,2007,7.0,office,921.0,6,51.0,27,1979,21.4,30.1,36.0,16188.42,gas
21693,2005,1.0,commercial,157.0,6,12.0,3,1921,10.2,15.0,19.5,960.09,elec
21694,2006,2.0,office,286.0,3,55.0,15,1937,15.2,20.1,26.9,263.32,gas
21695,2012,10.0,commercial,575.0,6,19.0,5,1979,17.6,23.6,29.3,2620.28,gas
21696,2014,7.0,office,575.0,4,172.0,14,1940,24.8,30.8,38.6,11833.5,elec
21697,2013,9.0,commercial,301.0,2,337.0,3,1992,21.5,27.1,33.0,1791.12,elec
21698,2007,8.0,commercial,836.0,2,12.0,3,1971,22.6,28.6,34.7,2993.3,gas
21699,2007,9.0,factory,379.0,2,117.0,1,1973,21.9,26.8,,367.71,elec
21700,2007,5.0,residential,982.0,8,55.0,28,1959,24.7,29.1,35.4,12151.47,gas
21701,2011,8.0,education,1919.0,3,37.0,6,1962,23.8,29.5,37.1,10184.36,oil
21702,2013,6.0,factory,497.0,3,51.0,6,1957,22.2,29.9,35.9,1727.03,oil
21703,2005,9.0,commercial,501.0,8,117.0,6,2009,20.2,27.0,32.9,4760.54,elec
21704,2007,5.0,office,279.0,6,12.0,18,1945,24.8,29.0,35.4,3113.64,gas
21705,2009,11.0,commercial,1127.0,6,12.0,2,1936,13.2,,26.4,2249.94,gas
21706,2007,11.0,residential,177.0,5,337.0,25,1947,13.9,19.5,25.3,3517.47,oil
21707,2010,1.0,factory,218.0,4,37.0,6,1990,5.1,14.1,22.8,1038.29,elec
21708,2013,5.0,office,577.0,6,203.0,3,1941,19.8,28.5,35.8,1073.22,gas
21709,2013,8.0,factory,595.0,7,37.0,1,1999,23.8,28.6,35.4,365.9,gas
21710,2007,8.0,residential,256.0,8,-7.0,19,2005,21.8,29.0,33.9,3755.98,oil
21711,2012,5.0,commercial,854.0,4,337.0,1,1936,24.5,29.6,35.8,852.46,gas
21712,2014,7.0,commercial,635.0,2,12.0,5,2008,23.0,29.4,36.4,2879.92,gas
21713,2008,10.0,commercial,941.0,3,117.0,4,1954,16.8,22.7,29.2,4118.94,oil
21714,2012,5.0,office,258.0,4,117.0,11,1950,22.4,28.8,34.3,1975.67,oil
21715,2009,7.0,commercial,334.0,8,37.0,4,2001,22.7,30.5,37.4,1043.68,gas
21716,2012,6.0,education,256.0,7,37.0,2,1946,23.3,29.9,37.3,416.16,gas
21717,2005,1.0,office,1292.0,1,37.0,5,1992,8.7,14.8,22.5,9767.52,elec
21718,2014,6.0,factory,342.0,4,172.0,2,1984,25.4,30.5,36.6,525.18,oil
21719,2009,7.0,office,821.0,3,51.0,8,1993,23.8,30.7,34.6,7613.63,elec
21720,2014,3.0,commercial,854.0,4,337.0,1,1936,15.9,22.6,28.7,741.27,gas
21721,2013,7.0,residential,800.0,7,203.0,2,1978,24.3,30.4,36.8,1474.2,oil
21722,2014,12.0,commercial,339.0,1,37.0,4,2009,8.7,15.0,22.2,1668.41,gas
21723,2012,12.0,factory,833.0,2,117.0,4,1935,5.1,14.3,27.2,1619.1,gas
21724,2009,12.0,residential,317.0,6,203.0,28,1999,10.3,15.6,22.4,10289.06,elec
21725,2010,7.0,residential,648.0,8,172.0,29,1937,22.4,30.6,36.9,22001.52,elec
21726,2011,7.0,residential,228.0,1,55.0,22,1960,25.4,31.6,38.8,3232.76,gas
21727,2005,3.0,office,277.0,1,172.0,10,1928,17.0,24.2,30.1,2373.53,oil
21728,2012,12.0,education,599.0,1,337.0,2,1946,6.5,14.7,21.0,1029.47,gas
21729,2014,2.0,commercial,1571.0,5,-7.0,6,1990,15.4,19.7,25.7,10337.66,gas
21730,2014,3.0,commercial,357.0,7,337.0,6,1921,16.5,23.4,29.4,2565.77,gas
21731,2005,1.0,commercial,301.0,2,337.0,3,1992,5.0,14.1,20.1,1635.37,elec
21732,2008,11.0,office,1292.0,1,37.0,5,1992,9.1,19.1,25.3,4415.73,gas
21733,2008,3.0,commercial,252.0,8,337.0,5,1976,16.3,23.7,29.9,1102.43,gas
21734,2014,12.0,education,585.0,8,12.0,3,1924,9.5,15.9,21.7,2619.34,oil
21735,2007,3.0,education,812.0,7,337.0,3,2008,18.7,23.9,28.3,2501.09,gas
21736,2012,2.0,factory,388.0,2,337.0,1,1941,14.2,19.7,24.7,208.39,gas
21737,2011,3.0,residential,982.0,8,55.0,28,1959,19.7,25.1,31.7,32192.1,elec
21738,2012,3.0,commercial,277.0,2,12.0,5,2009,18.6,23.9,31.6,2388.85,elec
21739,2014,10.0,factory,342.0,4,172.0,2,1984,17.9,23.9,28.3,302.16,gas
21740,2014,7.0,education,320.0,2,203.0,5,1944,24.0,30.0,34.9,1505.86,gas
21741,2009,10.0,commercial,339.0,1,12.0,1,1926,17.6,23.8,32.2,531.55,elec
21742,2007,4.0,commercial,622.0,3,51.0,1,1966,21.7,27.7,33.2,877.77,elec
21743,2011,7.0,residential,623.0,8,337.0,26,1993,22.4,30.3,,6507.71,gas
21744,2014,3.0,education,429.0,5,37.0,5,1994,15.2,22.9,27.2,2377.11,oil
21745,2009,8.0,residential,317.0,6,203.0,28,1999,23.1,29.7,34.6,4673.21,oil
21746,2014,11.0,education,156.0,3,-7.0,3,1978,14.3,19.4,25.9,622.7,elec
21747,2005,6.0,factory,342.0,4,172.0,2,1984,24.9,31.0,38.1,441.15,oil
21748,2007,10.0,education,312.0,1,-7.0,1,1941,13.2,23.5,30.6,284.67,oil
21749,2013,12.0,commercial,429.0,8,51.0,1,1963,7.1,14.7,20.9,713.37,elec
21750,2014,12.0,factory,579.0,7,337.0,1,1929,8.5,15.8,21.5,671.18,elec
21751,2008,10.0,education,399.0,5,12.0,4,1975,18.4,23.7,32.0,,oil
21752,2013,5.0,education,301.0,4,19.0,6,1937,23.6,28.9,38.2,2548.63,elec
21753,2008,2.0,,489.0,2,19.0,18,2005,13.3,19.7,25.6,9759.66,elec
21754,2014,4.0,office,1249.0,6,12.0,9,1940,20.2,27.4,32.0,15737.4,elec
21755,2007,5.0,commercial,429.0,8,51.0,1,1963,23.6,29.4,36.4,585.58,oil
21756,2005,2.0,commercial,1492.0,4,172.0,2,1991,12.0,19.2,23.4,5068.71,oil
21757,2008,8.0,factory,1515.0,3,117.0,6,1934,22.8,28.8,33.8,5025.18,oil
21758,2012,7.0,commercial,5947.0,6,12.0,2,1996,24.3,31.5,38.8,20514.77,elec
21759,2014,3.0,education,2447.0,8,19.0,6,1943,16.0,23.3,28.4,15234.77,oil
21760,2013,9.0,residential,293.0,8,172.0,28,1972,19.7,26.2,31.5,4120.05,gas
21761,2008,1.0,factory,452.0,5,-7.0,2,1939,9.1,15.4,21.1,503.17,gas
21762,2011,9.0,office,1418.0,5,12.0,20,1964,20.3,26.3,32.8,21047.09,gas
21763,2013,5.0,education,256.0,7,37.0,2,1946,23.4,29.6,,569.09,oil
21764,2010,10.0,commercial,290.0,2,-7.0,5,1981,17.8,24.2,32.2,2259.12,oil
21765,2012,12.0,education,585.0,8,12.0,3,1924,6.4,15.9,24.1,3225.32,oil
21766,2011,2.0,education,473.0,2,337.0,5,1995,10.2,19.6,24.4,3671.24,elec
21767,2012,8.0,commercial,252.0,8,337.0,5,1976,22.1,29.1,36.4,826.82,gas
21768,2005,8.0,residential,863.0,5,19.0,4,1940,25.2,29.6,33.6,2213.69,oil
21769,2009,6.0,residential,256.0,8,-7.0,19,2005,23.5,29.6,,3073.08,oil
21770,2007,11.0,education,585.0,8,12.0,3,1924,11.0,19.5,25.7,2248.5,oil
21771,2007,7.0,education,650.0,1,12.0,2,1999,26.4,30.7,37.7,1117.12,gas
21772,2013,7.0,office,430.0,6,55.0,14,2001,25.2,30.6,37.1,7753.76,elec
21773,2011,7.0,education,911.0,5,172.0,1,1986,24.6,30.1,35.7,778.94,oil
21774,2005,9.0,residential,317.0,6,203.0,28,1999,22.5,27.8,33.8,4952.81,gas
21775,2011,6.0,commercial,489.0,6,37.0,2,1934,25.0,30.8,37.1,1014.58,oil
21776,2011,8.0,education,581.0,7,337.0,5,1984,21.8,28.4,38.4,4078.62,oil
21777,2006,11.0,office,489.0,2,19.0,18,2005,12.6,19.1,24.8,9217.45,elec
21778,2007,4.0,commercial,357.0,7,337.0,6,1921,22.2,26.6,29.8,2351.96,gas
21779,2013,11.0,commercial,539.0,6,172.0,4,2009,14.2,19.6,24.9,3380.61,elec
21780,2010,12.0,residential,291.0,6,51.0,13,1994,8.9,14.8,20.5,2427.55,gas
21781,2010,3.0,residential,924.0,7,203.0,25,1931,17.0,23.4,31.1,33471.9,elec
21782,2007,10.0,office,249.0,6,337.0,3,1940,17.7,23.3,,698.0,oil
21783,2008,1.0,commercial,184.0,4,-7.0,2,1926,8.2,13.2,18.8,760.77,oil
21784,2006,7.0,education,451.0,5,203.0,4,1978,26.5,31.2,38.0,1615.94,oil
21785,2011,7.0,education,488.0,6,172.0,4,2006,24.5,29.9,36.2,1742.75,gas
21786,2006,9.0,residential,1085.0,5,37.0,7,1928,21.4,27.8,33.6,5918.38,gas
21787,2005,12.0,factory,788.0,4,117.0,6,1998,10.1,15.8,23.7,3610.61,oil
21788,2014,10.0,commercial,2080.0,2,117.0,6,2006,17.2,23.4,27.8,12511.7,gas
21789,2009,3.0,factory,788.0,4,117.0,6,1998,17.8,24.2,29.3,1978.67,gas
21790,2014,10.0,education,320.0,2,203.0,5,1944,17.2,23.2,28.6,,gas
21791,2011,3.0,commercial,2080.0,2,117.0,6,2006,19.8,22.8,28.7,13107.49,gas
21792,2012,3.0,factory,819.0,3,37.0,6,2006,21.0,24.1,28.3,3900.73,elec
21793,2012,2.0,residential,1024.0,6,203.0,23,1967,15.6,20.2,26.3,21366.37,elec
21794,2014,10.0,education,608.0,1,203.0,6,1950,17.9,23.9,29.0,4377.08,oil
21795,2014,10.0,residential,1172.0,8,12.0,2,1997,17.5,23.4,31.2,2386.38,elec
21796,2010,5.0,education,594.0,8,203.0,3,1936,23.3,28.5,34.0,1667.95,oil
21797,2009,12.0,commercial,260.0,7,337.0,6,1929,8.7,14.6,22.5,1790.77,gas
21798,2008,2.0,office,577.0,6,203.0,3,1941,12.8,20.2,27.8,2326.46,elec
21799,2013,11.0,education,480.0,4,51.0,2,1951,10.7,,24.8,1280.74,oil
21800,2007,5.0,factory,268.0,8,37.0,2,1963,21.7,29.0,34.6,329.24,oil
21801,2008,9.0,office,968.0,3,-7.0,3,1965,20.2,27.1,32.6,3366.32,elec
21802,2012,6.0,commercial,365.0,3,203.0,2,1963,25.6,30.4,35.4,62.73,gas
21803,2009,1.0,education,243.0,8,19.0,6,1991,7.7,15.4,24.8,741.97,gas
21804,2006,1.0,residential,1024.0,6,203.0,23,1967,4.7,15.0,20.7,27301.48,elec
21805,2012,2.0,commercial,5947.0,6,12.0,2,1996,13.6,19.5,27.1,12388.79,gas
21806,2011,11.0,education,388.0,4,172.0,2,1936,12.7,19.8,26.3,,oil
21807,2011,9.0,education,814.0,1,55.0,5,1935,21.6,26.5,33.9,3497.43,gas
21808,2014,5.0,commercial,1003.0,4,-7.0,6,1994,25.0,29.1,,6900.24,oil
21809,2005,3.0,office,1210.0,1,117.0,7,2004,17.8,23.7,31.2,6934.29,oil
21810,2009,10.0,residential,179.0,3,12.0,7,1978,17.9,23.0,32.5,1364.07,elec
21811,2008,2.0,residential,648.0,8,172.0,29,1937,10.5,18.8,27.5,22958.11,elec
21812,2009,8.0,office,258.0,4,117.0,11,1950,23.2,28.2,31.8,2023.49,gas
21813,2005,6.0,education,429.0,5,37.0,5,1994,22.8,30.4,36.6,3541.62,elec
21814,2006,11.0,office,601.0,1,19.0,15,1934,15.4,20.1,,5868.76,gas
21815,2007,7.0,commercial,657.0,6,-7.0,1,1963,22.3,29.5,,627.3,gas
21816,2011,10.0,office,1122.0,6,37.0,27,1958,18.2,23.2,30.1,35625.74,elec
21817,2005,2.0,factory,368.0,7,-7.0,1,1932,10.6,18.7,26.6,245.99,gas
21818,2005,5.0,factory,368.0,7,-7.0,1,1932,22.8,29.2,33.2,349.83,oil
21819,2011,11.0,residential,648.0,8,172.0,29,1937,13.8,18.7,24.6,17230.05,oil
21820,2007,6.0,office,423.0,7,37.0,4,1991,24.2,30.1,36.0,1266.72,gas
21821,2014,6.0,residential,591.0,5,-7.0,20,1964,19.5,,36.1,9649.3,gas
21822,2008,8.0,residential,2730.0,1,-7.0,17,1973,21.7,28.8,34.1,31270.36,gas
21823,2010,10.0,commercial,575.0,6,19.0,5,1979,13.1,24.0,30.6,2869.82,gas
21824,2010,11.0,education,2447.0,8,19.0,6,1943,14.1,18.7,24.6,22319.64,oil
21825,2009,3.0,commercial,488.0,2,55.0,5,1995,17.3,23.8,33.5,4629.36,elec
21826,2007,12.0,commercial,1029.0,5,117.0,4,1956,9.4,14.6,20.3,5861.44,oil
21827,2005,7.0,commercial,599.0,8,337.0,1,1948,25.0,30.7,36.9,430.5,gas
21828,2010,7.0,commercial,,6,37.0,2,1934,22.8,29.5,35.4,891.35,gas
21829,2010,6.0,residential,460.0,7,55.0,21,1967,23.9,29.9,34.2,6508.76,gas
21830,2007,11.0,education,488.0,6,172.0,4,2006,12.3,19.2,25.5,3017.01,elec
21831,2006,10.0,office,399.0,5,37.0,15,1922,18.3,23.5,28.1,6404.91,elec
21832,2011,11.0,,954.0,8,117.0,27,1943,14.5,19.3,25.1,24990.39,oil
21833,2013,3.0,factory,819.0,3,37.0,6,2006,16.2,22.8,,3184.35,oil
21834,2009,11.0,commercial,425.0,8,117.0,3,1956,12.0,18.3,25.0,2120.15,elec
21835,2013,12.0,residential,291.0,6,51.0,13,1994,6.7,14.2,20.6,2110.91,gas
21836,2011,11.0,education,222.0,4,117.0,2,1982,12.0,19.7,26.5,626.57,elec
21837,2007,11.0,commercial,351.0,3,203.0,5,1946,15.4,20.2,27.3,2724.32,elec
21838,2012,9.0,factory,953.0,2,-7.0,1,1982,19.9,,32.6,511.83,gas
21839,2013,10.0,commercial,213.0,1,172.0,3,1960,18.6,24.4,29.3,1001.95,elec
21840,2007,5.0,factory,407.0,4,-7.0,4,1979,24.6,29.0,35.5,1150.0,oil
21841,2005,6.0,office,804.0,1,337.0,18,1995,25.3,30.8,35.9,17019.07,elec
21842,2007,1.0,education,338.0,4,117.0,5,2007,8.9,14.4,24.6,2384.93,elec
21843,2012,1.0,commercial,877.0,2,55.0,2,1984,7.4,15.0,22.5,1758.46,gas
