,measure,year,month,sector,floor_size,district,elevation,floors,built,tmp_min,tmp_mean,tmp_max,cost,source
23354,23354,2013,11.0,office,279.0,6,12.0,18,1945,10.6,6415.92,6415.92,6415.92,3
23355,23355,2007,2.0,commercial,547.0,7,203.0,1,1979,12.5,573.32,573.32,573.32,2
23356,23356,2007,4.0,commercial,323.0,1,117.0,5,1927,21.7,1675.4,1675.4,1675.4,3
23357,23357,2007,9.0,office,956.0,2,51.0,13,2002,22.0,12262.71,12262.71,12262.71,3
23358,23358,2012,11.0,residential,464.0,3,12.0,3,2001,9.3,1302.0,1302.0,1302.0,3
23359,23359,2006,4.0,commercial,524.0,6,117.0,3,1929,18.5,1687.01,1687.01,1687.01,3
23360,23360,2011,1.0,residential,3228.0,3,-7.0,5,1944,9.4,972.66,972.66,972.66,2
23361,23361,2014,4.0,factory,218.0,4,37.0,6,1990,17.9,608.22,608.22,608.22,2
23362,23362,2008,6.0,commercial,372.0,6,55.0,3,1997,21.5,968.69,968.69,968.69,2
23363,23363,2012,12.0,residential,256.0,8,-7.0,19,2005,7.0,5199.54,5199.54,5199.54,1
23364,23364,2007,12.0,commercial,334.0,8,37.0,4,2001,10.5,1862.96,1862.96,1862.96,3
23365,23365,2007,11.0,education,650.0,1,12.0,2,1999,12.1,1015.56,1015.56,1015.56,2
23366,23366,2005,3.0,office,623.0,2,172.0,8,1974,17.8,4605.22,4605.22,4605.22,1
23367,23367,2013,6.0,commercial,932.0,5,117.0,6,1958,19.4,6455.63,6455.63,6455.63,2
23368,23368,2007,2.0,residential,460.0,7,55.0,21,1967,11.6,13839.83,13839.83,13839.83,3
23369,23369,2006,2.0,residential,233.0,7,51.0,12,1949,11.1,3747.58,3747.58,3747.58,3
23370,23370,2010,3.0,factory,987.0,5,203.0,2,1934,18.0,1886.16,1886.16,1886.16,1
23371,23371,2013,10.0,education,1527.0,5,117.0,3,1983,17.6,6163.02,6163.02,6163.02,1
23372,23372,2005,4.0,commercial,452.0,5,-7.0,2,1939,21.6,414.08,414.08,414.08,3
23373,23373,2011,3.0,residential,954.0,8,117.0,27,1943,17.7,10348.53,10348.53,10348.53,2
23374,23374,2009,10.0,commercial,1127.0,6,12.0,2,1936,16.7,2152.12,2152.12,2152.12,2
23375,23375,2006,5.0,commercial,1172.0,8,12.0,2,1997,21.8,1035.9,1035.9,1035.9,2
23376,23376,2011,3.0,education,1107.0,4,203.0,4,1927,17.5,4210.84,4210.84,4210.84,3
23377,23377,2009,8.0,commercial,290.0,2,-7.0,5,1981,19.7,1976.09,1976.09,1976.09,3
23378,23378,2006,12.0,education,420.0,1,12.0,6,1925,9.3,4064.26,4064.26,4064.26,1
23379,23379,2005,6.0,commercial,5947.0,6,12.0,2,1996,24.6,10323.99,10323.99,10323.99,2
23380,23380,2010,5.0,commercial,1492.0,4,172.0,2,1991,21.6,2978.63,2978.63,2978.63,2
23381,23381,2009,9.0,commercial,378.0,3,117.0,5,1922,21.7,1671.74,1671.74,1671.74,3
23382,23382,2010,3.0,commercial,975.0,2,12.0,3,1994,18.4,6306.3,6306.3,6306.3,1
23383,23383,2013,9.0,education,1107.0,4,203.0,4,1927,20.1,7498.55,7498.55,7498.55,1
23384,23384,2013,12.0,commercial,941.0,3,117.0,4,1954,8.2,4866.01,4866.01,4866.01,3
23385,23385,2012,4.0,commercial,215.0,4,37.0,6,1981,20.6,1175.71,1175.71,1175.71,2
23386,23386,2009,3.0,education,1862.0,8,19.0,6,1945,17.8,15923.59,15923.59,15923.59,1
23387,23387,2006,11.0,factory,497.0,3,51.0,6,1957,14.5,2168.99,2168.99,2168.99,3
23388,23388,2014,8.0,residential,924.0,7,203.0,25,1931,23.6,25337.81,25337.81,25337.81,3
23389,23389,2009,9.0,residential,163.0,1,12.0,21,1989,19.4,2042.5,2042.5,2042.5,3
23390,23390,2005,2.0,commercial,525.0,8,117.0,1,1993,11.9,683.34,683.34,683.34,3
23391,23391,2006,4.0,residential,313.0,3,-7.0,7,1978,18.9,1430.44,1430.44,1430.44,3
23392,23392,2007,10.0,office,123.0,5,12.0,23,1963,18.4,2449.43,2449.43,2449.43,2
23393,23393,2006,1.0,commercial,776.0,7,117.0,3,2002,8.7,2904.76,2904.76,2904.76,2
23394,23394,2012,6.0,commercial,172.0,1,19.0,23,1947,22.6,2575.36,2575.36,2575.36,2
23395,23395,2013,1.0,office,487.0,1,51.0,2,1934,7.7,1075.46,1075.46,1075.46,3
23396,23396,2009,2.0,residential,313.0,3,-7.0,7,1978,14.0,104.53,104.53,104.53,2
23397,23397,2009,4.0,office,493.0,1,51.0,28,1995,23.2,12920.54,12920.54,12920.54,3
23398,23398,2012,11.0,residential,394.0,1,37.0,11,1940,12.4,4368.67,4368.67,4368.67,1
23399,23399,2006,6.0,education,1013.0,4,117.0,6,1977,21.5,5878.64,5878.64,5878.64,2
23400,23400,2008,11.0,education,403.0,5,337.0,6,1954,12.6,3160.19,3160.19,3160.19,3
23401,23401,2009,8.0,residential,2730.0,1,-7.0,17,1973,23.4,35837.8,35837.8,35837.8,3
23402,23402,2013,12.0,office,659.0,7,117.0,22,1920,5.6,24336.47,24336.47,24336.47,3
23403,23403,2014,10.0,education,911.0,5,172.0,1,1986,15.1,837.25,837.25,837.25,3
23404,23404,2008,2.0,commercial,622.0,3,51.0,1,1966,11.1,877.77,877.77,877.77,1
23405,23405,2005,9.0,commercial,260.0,4,117.0,4,2009,22.4,1252.09,1252.09,1252.09,3
23406,23406,2007,5.0,residential,648.0,8,172.0,29,1937,20.8,14511.18,14511.18,14511.18,3
23407,23407,2009,11.0,commercial,203.0,6,117.0,4,1953,10.9,1400.54,1400.54,1400.54,1
23408,23408,2013,10.0,office,1266.0,6,37.0,29,1952,17.3,37673.3,37673.3,37673.3,3
23409,23409,2011,11.0,factory,1515.0,3,117.0,6,1934,13.9,8590.05,8590.05,8590.05,1
23410,23410,2006,10.0,office,575.0,4,172.0,14,1940,19.8,10413.48,10413.48,10413.48,1
23411,23411,2014,10.0,factory,379.0,2,117.0,1,1973,16.6,455.25,455.25,455.25,1
23412,23412,2005,2.0,factory,2362.0,6,117.0,6,2007,12.5,6260.48,6260.48,6260.48,2
23413,23413,2014,4.0,commercial,305.0,2,55.0,4,1997,20.5,1538.74,1538.74,1538.74,3
23414,23414,2012,3.0,commercial,539.0,6,172.0,4,2009,17.3,3171.19,3171.19,3171.19,3
23415,23415,2005,7.0,office,285.0,7,55.0,8,1932,22.8,2445.3,2445.3,2445.3,3
23416,23416,2005,5.0,education,156.0,3,-7.0,3,1978,23.4,594.4,594.4,594.4,1
23417,23417,2010,4.0,commercial,489.0,6,37.0,2,1934,20.7,976.24,976.24,976.24,2
23418,23418,2010,3.0,office,356.0,1,55.0,25,1952,19.6,8971.2,8971.2,8971.2,1
23419,23419,2013,11.0,factory,987.0,5,203.0,2,1934,11.4,1358.03,1358.03,1358.03,1
23420,23420,2005,12.0,education,425.0,5,-7.0,4,1932,8.4,1952.34,1952.34,1952.34,3
23421,23421,2007,6.0,education,326.0,7,12.0,5,1983,20.4,1185.43,1185.43,1185.43,2
23422,23422,2011,8.0,factory,323.0,5,117.0,3,1963,25.0,542.49,542.49,542.49,3
23423,23423,2014,4.0,office,172.0,1,19.0,23,1947,21.9,2832.89,2832.89,2832.89,2
23424,23424,2014,1.0,commercial,252.0,8,337.0,5,1976,9.5,1736.89,1736.89,1736.89,3
23425,23425,2011,4.0,office,601.0,1,19.0,15,1934,21.0,7734.87,7734.87,7734.87,3
23426,23426,2007,1.0,residential,982.0,8,55.0,28,1959,9.4,28714.91,28714.91,28714.91,3
23427,23427,2008,8.0,residential,177.0,5,337.0,25,1947,23.7,3448.17,3448.17,3448.17,2
23428,23428,2006,10.0,commercial,836.0,2,12.0,3,1971,18.7,3065.63,3065.63,3065.63,3
23429,23429,2011,2.0,commercial,622.0,3,51.0,1,1966,12.0,833.88,833.88,833.88,1
23430,23430,2012,6.0,education,403.0,5,337.0,6,1954,26.3,4851.541864684603,4851.541864684603,4851.541864684603,3
23431,23431,2011,12.0,commercial,260.0,4,117.0,4,2009,5.5,1786.55,1786.55,1786.55,3
23432,23432,2014,12.0,office,258.0,4,117.0,11,1950,7.0,3003.74,3003.74,3003.74,1
23433,23433,2010,8.0,factory,452.0,5,-7.0,2,1939,24.1,587.03,587.03,587.03,2
23434,23434,2010,12.0,commercial,1231.0,5,55.0,5,1935,9.0,9660.69,9660.69,9660.69,1
23435,23435,2008,9.0,education,451.0,5,203.0,4,1978,19.6,2231.37,2231.37,2231.37,2
23436,23436,2014,3.0,residential,258.0,3,51.0,9,1962,16.0,2317.17,2317.17,2317.17,1
23437,23437,2005,11.0,commercial,435.0,6,203.0,6,1925,13.3,2831.85,2831.85,2831.85,2
23438,23438,2011,11.0,commercial,615.0,6,172.0,5,1998,12.0,5062.68,5062.68,5062.68,1
23439,23439,2012,8.0,education,480.0,4,51.0,2,1951,21.4,607.1,607.1,607.1,2
23440,23440,2009,4.0,commercial,464.0,3,12.0,3,2001,20.2,1055.36,1055.36,1055.36,3
23441,23441,2008,1.0,commercial,442.0,1,172.0,5,1953,9.1,3682.97,3682.97,3682.97,3
23442,23442,2014,6.0,education,222.0,4,117.0,2,1982,24.7,523.64,523.64,523.64,3
23443,23443,2010,10.0,commercial,501.0,8,117.0,6,2009,16.7,4138.97,4138.97,4138.97,3
23444,23444,2010,3.0,residential,460.0,7,55.0,21,1967,17.8,7128.65,7128.65,7128.65,2
23445,23445,2013,8.0,residential,1085.0,5,37.0,7,1928,24.3,7315.08,7315.08,7315.08,1
23446,23446,2007,5.0,commercial,1869.0,5,117.0,4,1987,19.3,10667.35,10667.35,10667.35,1
23447,23447,2005,11.0,office,601.0,1,19.0,15,1934,10.7,10814.05,10814.05,10814.05,3
23448,23448,2005,4.0,office,577.0,6,203.0,3,1941,22.2,1485.2,1485.2,1485.2,3
23449,23449,2006,7.0,factory,323.0,5,117.0,3,1963,24.0,517.83,517.83,517.83,3
23450,23450,2005,11.0,office,1292.0,1,37.0,5,1992,13.9,5256.82,5256.82,5256.82,2
23451,23451,2007,6.0,factory,625.0,2,51.0,1,1975,23.7,367.64,367.64,367.64,2
23452,23452,2013,7.0,commercial,599.0,8,337.0,1,1948,26.3,486.66,486.66,486.66,2
23453,23453,2013,2.0,office,1249.0,6,12.0,9,1940,13.1,8990.69,8990.69,8990.69,3
23454,23454,2012,3.0,factory,287.0,8,203.0,5,1923,15.2,504.46,504.46,504.46,2
23455,23455,2014,5.0,residential,244.0,6,117.0,23,1994,25.2,3131.5,3131.5,3131.5,2
23456,23456,2006,11.0,commercial,1127.0,6,12.0,2,1936,10.9,3180.84,3180.84,3180.84,1
23457,23457,2008,5.0,office,1210.0,1,117.0,7,2004,23.2,6936.93,6936.93,6936.93,3
23458,23458,2010,12.0,commercial,260.0,4,117.0,4,2009,7.8,4851.541864684603,4851.541864684603,4851.541864684603,2
23459,23459,2013,10.0,office,943.0,8,37.0,7,1925,16.7,8960.46,8960.46,8960.46,1
23460,23460,2010,12.0,education,1862.0,8,19.0,6,1945,9.3,16814.32,16814.32,16814.32,3
23461,23461,2005,6.0,office,1210.0,1,117.0,7,2004,26.4,8063.44,8063.44,8063.44,1
23462,23462,2011,7.0,office,493.0,1,51.0,28,1995,25.1,9435.72,9435.72,9435.72,2
23463,23463,2011,2.0,education,1107.0,4,203.0,4,1927,14.0,5868.67,5868.67,5868.67,3
23464,23464,2014,11.0,education,429.0,5,37.0,5,1994,11.8,2426.63,2426.63,2426.63,3
23465,23465,2005,12.0,commercial,575.0,6,19.0,5,1979,8.9,4508.0,4508.0,4508.0,1
23466,23466,2010,8.0,residential,1024.0,6,203.0,23,1967,21.8,12484.92,12484.92,12484.92,2
23467,23467,2013,10.0,residential,405.0,2,203.0,19,1982,19.4,8532.22,8532.22,8532.22,1
23468,23468,2012,12.0,commercial,435.0,6,203.0,6,1925,8.5,4851.541864684603,4851.541864684603,4851.541864684603,1
23469,23469,2010,2.0,commercial,1492.0,4,172.0,2,1991,12.6,4912.86,4912.86,4912.86,1
23470,23470,2008,3.0,residential,954.0,8,117.0,27,1943,15.0,9831.11,9831.11,9831.11,2
23471,23471,2011,6.0,commercial,252.0,8,337.0,5,1976,26.0,1719.9,1719.9,1719.9,3
23472,23472,2009,12.0,education,351.0,6,117.0,1,1979,7.8,235.03,235.03,235.03,2
23473,23473,2009,7.0,education,837.0,5,203.0,3,1934,21.9,2760.42,2760.42,2760.42,3
23474,23474,2010,11.0,commercial,290.0,2,-7.0,5,1981,10.9,1315.24,1315.24,1315.24,2
23475,23475,2014,11.0,commercial,243.0,8,19.0,2,1983,11.3,162.71,162.71,162.71,2
23476,23476,2005,3.0,commercial,657.0,6,-7.0,1,1963,18.3,655.82,655.82,655.82,2
23477,23477,2008,10.0,factory,819.0,3,37.0,6,2006,18.0,215.93,215.93,215.93,2
23478,23478,2009,10.0,education,260.0,4,55.0,5,1979,15.4,1160.64,1160.64,1160.64,2
23479,23479,2010,12.0,education,173.0,6,51.0,6,1999,3.8,810.89,810.89,810.89,2
23480,23480,2005,8.0,residential,623.0,1,51.0,26,1999,22.8,10439.45,10439.45,10439.45,2
23481,23481,2012,10.0,office,1084.0,8,19.0,24,1924,18.9,32372.23,32372.23,32372.23,1
23482,23482,2006,2.0,factory,368.0,7,-7.0,1,1932,13.6,353.76,353.76,353.76,3
23483,23483,2014,1.0,education,312.0,1,-7.0,1,1941,6.5,461.26,461.26,461.26,1
23484,23484,2006,1.0,residential,1172.0,8,12.0,2,1997,6.3,1082.98,1082.98,1082.98,2
23485,23485,2008,12.0,commercial,230.0,6,203.0,4,1967,8.2,998.2,998.2,998.2,2
23486,23486,2014,4.0,education,451.0,1,337.0,5,1993,22.1,3333.79,3333.79,3333.79,1
23487,23487,2011,12.0,office,439.0,8,117.0,9,1987,7.9,5306.36,5306.36,5306.36,3
23488,23488,2012,2.0,commercial,657.0,2,19.0,5,1972,9.1,6515.86,6515.86,6515.86,1
23489,23489,2012,9.0,office,429.0,8,203.0,11,1927,22.8,4601.02,4601.02,4601.02,3
23490,23490,2013,3.0,commercial,529.0,8,117.0,2,1938,16.8,1926.86,1926.86,1926.86,1
23491,23491,2012,1.0,residential,486.0,2,-7.0,17,2006,6.7,11707.78,11707.78,11707.78,3
23492,23492,2006,12.0,residential,1172.0,8,12.0,2,1997,9.7,2800.46,2800.46,2800.46,3
23493,23493,2014,10.0,commercial,1554.0,4,37.0,1,1995,17.1,2814.36,2814.36,2814.36,1
23494,23494,2014,10.0,education,647.0,7,51.0,6,1995,19.2,3321.44,3321.44,3321.44,2
23495,23495,2006,5.0,office,649.0,3,172.0,9,2008,25.0,4715.44,4715.44,4715.44,3
23496,23496,2005,4.0,commercial,1178.0,4,117.0,3,1930,21.0,3374.26,3374.26,3374.26,2
23497,23497,2009,7.0,commercial,1869.0,5,117.0,4,1987,20.6,7457.62,7457.62,7457.62,3
23498,23498,2010,9.0,residential,615.0,2,203.0,7,1961,18.1,5012.05,5012.05,5012.05,1
23499,23499,2005,3.0,factory,379.0,2,117.0,1,1973,16.8,243.89,243.89,243.89,3
23500,23500,2005,4.0,commercial,734.0,3,337.0,6,1952,21.1,6525.67,6525.67,6525.67,1
23501,23501,2013,10.0,commercial,378.0,3,117.0,5,1922,17.3,177.18,177.18,177.18,2
23502,23502,2010,7.0,office,813.0,8,-7.0,20,2000,26.2,9073.08,9073.08,9073.08,2
23503,23503,2011,2.0,office,657.0,5,203.0,24,1999,14.6,11051.95,11051.95,11051.95,2
23504,23504,2012,8.0,office,1203.0,8,172.0,17,1963,23.9,19142.14,19142.14,19142.14,3
23505,23505,2013,12.0,residential,379.0,8,19.0,27,1941,8.6,10716.08,10716.08,10716.08,3
23506,23506,2006,12.0,office,549.0,8,19.0,3,1972,7.8,1932.58,1932.58,1932.58,3
23507,23507,2014,8.0,commercial,367.0,2,-7.0,6,1974,23.2,2312.72,2312.72,2312.72,2
23508,23508,2013,5.0,commercial,232.0,5,172.0,3,1976,23.9,727.35,727.35,727.35,3
23509,23509,2009,7.0,office,1266.0,6,37.0,29,1952,22.9,22762.68,22762.68,22762.68,2
23510,23510,2010,3.0,education,508.0,2,19.0,3,2006,19.0,1247.24,1247.24,1247.24,2
23511,23511,2008,4.0,commercial,312.0,4,172.0,3,1959,21.7,1126.88,1126.88,1126.88,3
23512,23512,2005,3.0,education,429.0,5,37.0,5,1994,18.5,2623.42,2623.42,2623.42,1
23513,23513,2012,5.0,factory,240.0,3,37.0,5,1957,21.1,60.26,60.26,60.26,2
23514,23514,2008,3.0,office,1203.0,8,172.0,17,1963,16.7,17258.23,17258.23,17258.23,3
23515,23515,2013,10.0,education,488.0,6,172.0,4,2006,15.3,2874.17,2874.17,2874.17,3
23516,23516,2008,11.0,education,337.0,8,203.0,1,1940,13.3,180.52,180.52,180.52,2
23517,23517,2007,12.0,factory,268.0,8,37.0,2,1963,10.0,206.37,206.37,206.37,2
23518,23518,2008,11.0,commercial,317.0,8,51.0,2,1976,13.8,903.65,903.65,903.65,1
23519,23519,2011,7.0,commercial,734.0,3,337.0,6,1952,22.4,344.04,344.04,344.04,2
23520,23520,2009,2.0,residential,3228.0,3,-7.0,5,1944,12.3,14923.17,14923.17,14923.17,3
23521,23521,2007,3.0,education,451.0,5,203.0,4,1978,17.6,1785.09,1785.09,1785.09,2
23522,23522,2005,10.0,residential,623.0,1,51.0,26,1999,15.4,14885.77,14885.77,14885.77,3
23523,23523,2005,2.0,commercial,301.0,7,12.0,2,1920,13.2,781.19,781.19,781.19,2
23524,23524,2006,3.0,education,861.0,7,19.0,5,2003,15.9,3499.19,3499.19,3499.19,2
23525,23525,2013,11.0,education,326.0,7,12.0,5,1983,14.1,2958.77,2958.77,2958.77,3
23526,23526,2007,5.0,commercial,776.0,7,117.0,3,2002,24.4,2701.06,2701.06,2701.06,3
23527,23527,2007,11.0,education,480.0,4,51.0,2,1951,10.7,642.82,642.82,642.82,2
23528,23528,2013,2.0,commercial,232.0,5,172.0,3,1976,12.0,893.8,893.8,893.8,1
23529,23529,2005,7.0,residential,954.0,8,117.0,27,1943,23.6,26223.7,26223.7,26223.7,1
23530,23530,2005,1.0,factory,407.0,4,-7.0,4,1979,8.1,1616.7,1616.7,1616.7,3
23531,23531,2013,2.0,education,312.0,1,-7.0,1,1941,12.9,427.37,427.37,427.37,3
23532,23532,2013,3.0,commercial,252.0,8,337.0,5,1976,17.6,905.57,905.57,905.57,2
23533,23533,2008,8.0,factory,379.0,2,117.0,1,1973,22.1,193.86,193.86,193.86,2
23534,23534,2008,8.0,commercial,1554.0,4,37.0,1,1995,22.5,1618.65,1618.65,1618.65,2
23535,23535,2005,4.0,commercial,539.0,6,172.0,4,2009,20.7,2058.55,2058.55,2058.55,2
23536,23536,2011,11.0,office,1296.0,3,12.0,20,2008,11.8,21059.87,21059.87,21059.87,3
23537,23537,2012,8.0,education,427.0,4,55.0,1,1946,21.0,524.57,524.57,524.57,3
23538,23538,2011,7.0,education,1013.0,4,117.0,6,1977,24.8,4851.541864684603,4851.541864684603,4851.541864684603,1
23539,23539,2008,1.0,factory,3888.0,8,172.0,1,1963,5.7,3309.82,3309.82,3309.82,3
23540,23540,2007,5.0,factory,218.0,4,37.0,6,1990,19.3,1095.97,1095.97,1095.97,1
23541,23541,2009,6.0,residential,880.0,5,12.0,8,2000,26.6,7426.3,7426.3,7426.3,1
23542,23542,2012,10.0,commercial,1554.0,4,37.0,1,1995,15.4,1281.43,1281.43,1281.43,2
23543,23543,2011,12.0,education,480.0,4,51.0,2,1951,8.6,857.09,857.09,857.09,2
23544,23544,2011,4.0,office,331.0,1,55.0,19,1964,19.7,8100.23,8100.23,8100.23,1
23545,23545,2009,11.0,commercial,635.0,2,12.0,5,2008,15.3,6297.68,6297.68,6297.68,1
23546,23546,2005,11.0,education,812.0,7,337.0,3,2008,14.4,3843.96,3843.96,3843.96,3
23547,23547,2012,11.0,office,423.0,7,37.0,4,1991,14.2,1507.99,1507.99,1507.99,2
23548,23548,2006,4.0,residential,954.0,8,117.0,27,1943,21.4,14465.69,14465.69,14465.69,3
23549,23549,2007,8.0,education,599.0,1,337.0,2,1946,24.4,795.5,795.5,795.5,2
23550,23550,2014,6.0,commercial,301.0,7,12.0,2,1920,24.6,862.82,862.82,862.82,3
23551,23551,2007,5.0,residential,244.0,6,117.0,23,1994,23.0,6788.28,6788.28,6788.28,1
23552,23552,2005,6.0,commercial,488.0,2,55.0,5,1995,24.0,4208.51,4208.51,4208.51,1
23553,23553,2010,9.0,education,260.0,4,55.0,5,1979,18.4,870.48,870.48,870.48,2
23554,23554,2010,12.0,education,581.0,7,337.0,5,1984,4.5,5960.05,5960.05,5960.05,3
23555,23555,2010,3.0,factory,452.0,5,-7.0,2,1939,19.9,642.94,642.94,642.94,2
23556,23556,2009,8.0,office,487.0,1,51.0,2,1934,23.4,634.07,634.07,634.07,2
23557,23557,2006,9.0,commercial,877.0,2,55.0,2,1984,21.1,3025.3,3025.3,3025.3,1
23558,23558,2013,8.0,commercial,323.0,1,117.0,5,1927,23.9,2292.65,2292.65,2292.65,3
23559,23559,2007,4.0,residential,594.0,8,337.0,26,1994,17.7,19654.03,19654.03,19654.03,1
23560,23560,2008,8.0,residential,460.0,7,55.0,21,1967,23.3,9324.32,9324.32,9324.32,3
23561,23561,2005,5.0,education,525.0,8,117.0,1,1993,23.3,365.6,365.6,365.6,2
23562,23562,2008,5.0,office,1260.0,6,55.0,4,1937,22.7,3749.76,3749.76,3749.76,2
23563,23563,2005,11.0,commercial,836.0,2,12.0,3,1971,13.4,4697.11,4697.11,4697.11,3
23564,23564,2007,3.0,commercial,547.0,7,203.0,1,1979,18.3,682.52,682.52,682.52,2
23565,23565,2013,9.0,office,656.6619098651926,6,55.0,24,1972,18.8,4494.34,4494.34,4494.34,1
23566,23566,2009,11.0,factory,641.0,6,337.0,5,1963,13.9,2826.81,2826.81,2826.81,1
23567,23567,2011,1.0,office,575.0,4,172.0,14,1940,8.4,11991.59,11991.59,11991.59,3
23568,23568,2007,1.0,commercial,157.0,6,12.0,3,1921,8.8,408.83,408.83,408.83,2
23569,23569,2006,1.0,factory,923.0,8,12.0,3,1975,10.5,2614.38,2614.38,2614.38,3
23570,23570,2007,4.0,office,575.0,4,172.0,14,1940,21.9,4991.0,4991.0,4991.0,2
23571,23571,2013,3.0,office,659.0,7,117.0,22,1920,18.1,20540.77,20540.77,20540.77,1
23572,23572,2012,12.0,commercial,139.0,7,117.0,6,1928,8.7,1729.45,1729.45,1729.45,1
23573,23573,2011,12.0,education,545.0,5,19.0,4,2002,10.1,2532.92,2532.92,2532.92,1
23574,23574,2006,9.0,commercial,657.0,5,337.0,1,1964,20.0,937.46,937.46,937.46,1
23575,23575,2014,2.0,residential,594.0,8,337.0,26,1994,13.0,7135.5,7135.5,7135.5,2
23576,23576,2011,3.0,education,451.0,1,337.0,5,1993,18.1,1849.69,1849.69,1849.69,2
23577,23577,2007,1.0,office,439.0,8,117.0,9,1987,7.6,5139.78,5139.78,5139.78,1
23578,23578,2013,5.0,education,326.0,7,12.0,5,1983,21.7,3023.19,3023.19,3023.19,1
23579,23579,2008,3.0,residential,982.0,8,55.0,28,1959,16.7,25193.81,25193.81,25193.81,1
23580,23580,2008,3.0,education,429.0,5,37.0,5,1994,17.6,2440.9,2440.9,2440.9,2
23581,23581,2013,12.0,factory,371.0,2,117.0,2,1945,10.3,682.77,682.77,682.77,3
23582,23582,2009,5.0,commercial,599.0,8,337.0,1,1948,21.7,1185.78,1185.78,1185.78,1
23583,23583,2010,5.0,education,187.0,1,172.0,4,2002,20.1,1256.64,1256.64,1256.64,1
23584,23584,2011,1.0,factory,407.0,4,-7.0,4,1979,6.5,1682.75,1682.75,1682.75,3
23585,23585,2005,9.0,education,222.0,4,117.0,2,1982,20.8,379.89,379.89,379.89,2
23586,23586,2013,1.0,education,442.0,5,337.0,5,1922,9.7,2077.5,2077.5,2077.5,2
23587,23587,2009,9.0,factory,388.0,2,337.0,1,1941,20.7,394.36,394.36,394.36,1
23588,23588,2006,1.0,commercial,1571.0,5,-7.0,6,1990,8.8,16812.21,16812.21,16812.21,1
23589,23589,2005,12.0,commercial,599.0,8,337.0,1,1948,9.3,954.54,954.54,954.54,3
23590,23590,2013,3.0,commercial,1492.0,4,172.0,2,1991,18.6,4421.57,4421.57,4421.57,1
23591,23591,2008,10.0,education,1114.0,4,51.0,4,1924,16.6,4938.6,4938.6,4938.6,3
23592,23592,2009,10.0,commercial,635.0,2,12.0,5,2008,14.8,5476.24,5476.24,5476.24,1
23593,23593,2007,6.0,commercial,547.0,2,172.0,1,1923,25.3,943.47,943.47,943.47,1
23594,23594,2005,9.0,factory,452.0,5,-7.0,2,1939,20.2,483.1,483.1,483.1,3
23595,23595,2012,9.0,commercial,493.0,2,51.0,2,1993,20.6,1603.47,1603.47,1603.47,1
23596,23596,2008,6.0,commercial,844.0,3,-7.0,2,1996,25.7,2024.79,2024.79,2024.79,1
23597,23597,2013,1.0,office,1249.0,6,12.0,9,1940,9.2,11330.93,11330.93,11330.93,1
23598,23598,2012,12.0,education,442.0,5,337.0,5,1922,8.3,3084.96,3084.96,3084.96,3
23599,23599,2005,1.0,residential,679.0,2,37.0,4,1987,6.7,3613.8,3613.8,3613.8,1
23600,23600,2013,9.0,office,956.0,2,51.0,13,2002,22.4,10663.22,10663.22,10663.22,3
23601,23601,2011,7.0,factory,268.0,8,37.0,2,1963,23.4,188.43,188.43,188.43,2
23602,23602,2005,3.0,commercial,260.0,7,337.0,6,1929,17.4,1882.92,1882.92,1882.92,3
23603,23603,2012,9.0,education,650.0,1,12.0,2,1999,18.8,2009.28,2009.28,2009.28,1
23604,23604,2007,7.0,education,1919.0,3,37.0,6,1962,20.8,732.43,732.43,732.43,2
23605,23605,2014,12.0,office,656.6619098651926,7,37.0,4,1991,8.8,2288.26,2288.26,2288.26,1
23606,23606,2013,12.0,office,943.0,8,37.0,7,1925,8.0,3094.02,3094.02,3094.02,2
23607,23607,2013,3.0,commercial,1231.0,5,55.0,5,1935,16.7,10978.06,10978.06,10978.06,1
23608,23608,2013,4.0,commercial,317.0,8,51.0,2,1976,20.4,515.09,515.09,515.09,2
23609,23609,2010,2.0,factory,788.0,4,117.0,6,1998,10.7,2088.59,2088.59,2088.59,2
23610,23610,2010,10.0,office,286.0,3,55.0,15,1937,16.3,3201.61,3201.61,3201.61,3
23611,23611,2007,10.0,commercial,599.0,8,337.0,1,1948,17.1,675.73,675.73,675.73,3
23612,23612,2009,9.0,residential,1172.0,8,12.0,2,1997,19.4,988.81,988.81,988.81,2
23613,23613,2012,9.0,office,1296.0,3,12.0,20,2008,19.8,1518.65,1518.65,1518.65,2
23614,23614,2013,1.0,factory,218.0,4,37.0,6,1990,6.6,991.44,991.44,991.44,3
23615,23615,2010,3.0,office,430.0,6,55.0,14,2001,18.3,8090.88,8090.88,8090.88,1
23616,23616,2013,5.0,office,489.0,2,19.0,18,2005,23.7,6903.41,6903.41,6903.41,2
23617,23617,2014,10.0,residential,623.0,8,337.0,26,1993,18.3,15747.69,15747.69,15747.69,3
23618,23618,2009,1.0,office,976.0,3,19.0,26,2001,9.7,1557.58,1557.58,1557.58,2
23619,23619,2006,9.0,commercial,776.0,7,117.0,3,2002,21.1,4131.04,4131.04,4131.04,3
23620,23620,2013,9.0,office,123.0,5,12.0,23,1963,21.7,2682.71,2682.71,2682.71,2
23621,23621,2010,6.0,commercial,941.0,3,117.0,4,1954,23.4,352.85,352.85,352.85,2
23622,23622,2008,10.0,education,525.0,8,117.0,1,1993,11.4,595.92,595.92,595.92,3
23623,23623,2011,10.0,commercial,378.0,3,117.0,5,1922,17.8,3200.6,3200.6,3200.6,1
